I 06.29/15:01:42 main.py:44  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/teacher_code_adapter/gated_lowrank_affine_mlp/src_seed2026_transnet_transnet_tgt_seed42_transnet_transnet_code1e-3_fc1e-2_recT0.0_pca1e-4_lr5e-4_ep400
I 06.29/15:01:42 main.py:45  ] => PyTorch Version: 2.5.1
I 06.29/15:01:42 init.py:13  ] Random seed set to 2026
I 06.29/15:01:42 init.py:92  ] Running on GPU 6
I 06.29/15:01:45 init.py:134 ] pretrained decoder loaded and frozen from exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:01:45 init.py:141 ] pretrained encoder loaded and frozen from exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:01:47 init.py:154 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth; adapter: gated_lowrank_affine_mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.29/15:01:47 init.py:161 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.29/15:01:47 init.py:166 ] => Model Flops: 3.7876e+01M
I 06.29/15:01:47 init.py:167 ] => Model Params Num: 5.2927e+00M

I 06.29/15:01:47 init.py:168 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): GatedLowRankAffineMLPAdapter(
    (lowrank_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (down): Linear(in_features=512, out_features=32, bias=False)
    (up): Linear(in_features=32, out_features=512, bias=False)
    (mlp_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.29/15:01:47 init.py:33  ] 
decoder.decoder.layers.1.norm3.bias                               False          (64,)
decoder.decoder.norm.weight                                       False          (64,)
decoder.decoder.norm.bias                                         False          (64,)
code_adapter.bias                                                 True          (512,)
code_adapter.gate                                                 True          (512,)
code_adapter.lowrank_norm.weight                                  True          (512,)
code_adapter.lowrank_norm.bias                                    True          (512,)
code_adapter.down.weight                                          True       (32, 512)
code_adapter.up.weight                                            True       (512, 32)
code_adapter.mlp_norm.weight                                      True          (512,)
code_adapter.mlp_norm.bias                                        True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.29/15:01:47 main.py:74  ] => Before-adapter-train evaluation (frozen encoder + frozen decoder + identity adapter):
I 06.29/15:01:48 solver.py:548 ] [20/79] loss: 8.7983e-03 | NMSE: 1.2892e+01 | time: 0.063
I 06.29/15:01:49 solver.py:548 ] [40/79] loss: 8.7832e-03 | NMSE: 1.2881e+01 | time: 0.056
I 06.29/15:01:50 solver.py:548 ] [60/79] loss: 8.8890e-03 | NMSE: 1.2944e+01 | time: 0.053
I 06.29/15:01:51 solver.py:562 ] => Test NMSE: 1.2936e+01 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0000e-01 | adapter/gate_std=0.0000e+00 | adapter/down_norm=7.6345e+00 | adapter/up_norm=0.0000e+00 | adapter/bias_norm=0.0000e+00 | adapter/W1_norm=6.1335e+01 | adapter/W2_norm=0.0000e+00 | adapter/lowrank_ratio=0.0000e+00 | adapter/mlp_ratio=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.29/15:01:51 solver.py:513 ] 
=> Test result: 
loss: 8.9146e-03    NMSE: 1.2936e+01

I 06.29/15:01:51 main.py:77  ] => Before adapter train loss: 8.9146e-03    NMSE: 1.2936e+01

I 06.29/15:01:52 solver.py:359 ] => Loading teacher codewords from exps/COST2100/in/seed42/transnet_transnet/codewords/train_code.pt
I 06.29/15:01:52 solver.py:365 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.29/15:03:53 solver.py:86  ] => Enabled pca anchor target (lambda=0.0001, loss=mse)
I 06.29/15:03:55 solver.py:282 ] Epoch: [1/400][20/391] lr: 6.39e-07 | recon: 8.8099e-03 code: 1.2137e+00 fc: 9.7365e-01 anchor: 1.9829e+00 total: 1.9958e-02 | time: 0.091
I 06.29/15:03:56 solver.py:282 ] Epoch: [1/400][40/391] lr: 1.28e-06 | recon: 8.5916e-03 code: 1.2140e+00 fc: 9.7169e-01 anchor: 1.9840e+00 total: 1.9721e-02 | time: 0.066
I 06.29/15:03:57 solver.py:282 ] Epoch: [1/400][60/391] lr: 1.92e-06 | recon: 8.4361e-03 code: 1.2142e+00 fc: 9.6924e-01 anchor: 1.9848e+00 total: 1.9541e-02 | time: 0.058
I 06.29/15:03:58 solver.py:282 ] Epoch: [1/400][80/391] lr: 2.56e-06 | recon: 8.1277e-03 code: 1.2134e+00 fc: 9.6577e-01 anchor: 1.9848e+00 total: 1.9197e-02 | time: 0.054
I 06.29/15:03:58 solver.py:282 ] Epoch: [1/400][100/391] lr: 3.20e-06 | recon: 7.7968e-03 code: 1.2127e+00 fc: 9.6172e-01 anchor: 1.9850e+00 total: 1.8825e-02 | time: 0.050
I 06.29/15:03:59 solver.py:282 ] Epoch: [1/400][120/391] lr: 3.84e-06 | recon: 7.4247e-03 code: 1.2126e+00 fc: 9.5656e-01 anchor: 1.9850e+00 total: 1.8401e-02 | time: 0.049
I 06.29/15:04:00 solver.py:282 ] Epoch: [1/400][140/391] lr: 4.48e-06 | recon: 7.0391e-03 code: 1.2122e+00 fc: 9.5080e-01 anchor: 1.9852e+00 total: 1.7958e-02 | time: 0.048
I 06.29/15:04:01 solver.py:282 ] Epoch: [1/400][160/391] lr: 5.12e-06 | recon: 6.6634e-03 code: 1.2112e+00 fc: 9.4430e-01 anchor: 1.9852e+00 total: 1.7516e-02 | time: 0.050
I 06.29/15:04:03 solver.py:282 ] Epoch: [1/400][180/391] lr: 5.75e-06 | recon: 6.2839e-03 code: 1.2098e+00 fc: 9.3661e-01 anchor: 1.9851e+00 total: 1.7058e-02 | time: 0.055
I 06.29/15:04:05 solver.py:282 ] Epoch: [1/400][200/391] lr: 6.39e-06 | recon: 5.9296e-03 code: 1.2088e+00 fc: 9.2914e-01 anchor: 1.9852e+00 total: 1.6628e-02 | time: 0.058
I 06.29/15:04:06 solver.py:282 ] Epoch: [1/400][220/391] lr: 7.03e-06 | recon: 5.6032e-03 code: 1.2084e+00 fc: 9.2149e-01 anchor: 1.9852e+00 total: 1.6225e-02 | time: 0.056
I 06.29/15:04:06 solver.py:282 ] Epoch: [1/400][240/391] lr: 7.67e-06 | recon: 5.3020e-03 code: 1.2074e+00 fc: 9.1329e-01 anchor: 1.9853e+00 total: 1.5841e-02 | time: 0.055
I 06.29/15:04:07 solver.py:282 ] Epoch: [1/400][260/391] lr: 8.31e-06 | recon: 5.0288e-03 code: 1.2060e+00 fc: 9.0480e-01 anchor: 1.9853e+00 total: 1.5481e-02 | time: 0.054
I 06.29/15:04:08 solver.py:282 ] Epoch: [1/400][280/391] lr: 8.95e-06 | recon: 4.7782e-03 code: 1.2044e+00 fc: 8.9595e-01 anchor: 1.9853e+00 total: 1.5141e-02 | time: 0.053
I 06.29/15:04:09 solver.py:282 ] Epoch: [1/400][300/391] lr: 9.59e-06 | recon: 4.5516e-03 code: 1.2022e+00 fc: 8.8669e-01 anchor: 1.9853e+00 total: 1.4819e-02 | time: 0.052
I 06.29/15:04:10 solver.py:282 ] Epoch: [1/400][320/391] lr: 1.02e-05 | recon: 4.3449e-03 code: 1.2011e+00 fc: 8.7799e-01 anchor: 1.9854e+00 total: 1.4524e-02 | time: 0.052
I 06.29/15:04:11 solver.py:282 ] Epoch: [1/400][340/391] lr: 1.09e-05 | recon: 4.1539e-03 code: 1.1990e+00 fc: 8.6866e-01 anchor: 1.9853e+00 total: 1.4238e-02 | time: 0.051
I 06.29/15:04:12 solver.py:282 ] Epoch: [1/400][360/391] lr: 1.15e-05 | recon: 3.9797e-03 code: 1.1980e+00 fc: 8.5970e-01 anchor: 1.9853e+00 total: 1.3973e-02 | time: 0.051
I 06.29/15:04:12 solver.py:282 ] Epoch: [1/400][380/391] lr: 1.21e-05 | recon: 3.8205e-03 code: 1.1962e+00 fc: 8.5040e-01 anchor: 1.9853e+00 total: 1.3719e-02 | time: 0.050
I 06.29/15:04:13 solver.py:318 ] => Train  Recon loss: 3.7380e-03 | Code loss: 1.1954e+00 | FC loss: 8.4539e-01 | Anchor loss: 1.9853e+00 | Total: 1.3586e-02 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0280e-01 | adapter/gate_std=5.5948e-04 | adapter/down_norm=7.6474e+00 | adapter/up_norm=1.3243e-01 | adapter/bias_norm=1.9153e-02 | adapter/W1_norm=6.1526e+01 | adapter/W2_norm=1.0065e+00 | adapter/lowrank_ratio=3.5951e-02 | adapter/mlp_ratio=1.8088e-01 | adapter/delta_ratio=2.1456e-01

I 06.29/15:04:14 solver.py:282 ] Epoch: [2/400][20/391] lr: 1.31e-05 | recon: 8.5099e-04 code: 1.1624e+00 fc: 6.5773e-01 anchor: 1.9862e+00 total: 8.7893e-03 | time: 0.045
I 06.29/15:04:14 solver.py:282 ] Epoch: [2/400][40/391] lr: 1.38e-05 | recon: 8.2517e-04 code: 1.1556e+00 fc: 6.4632e-01 anchor: 1.9852e+00 total: 8.6425e-03 | time: 0.043
I 06.29/15:04:15 solver.py:282 ] Epoch: [2/400][60/391] lr: 1.44e-05 | recon: 8.0203e-04 code: 1.1528e+00 fc: 6.3756e-01 anchor: 1.9855e+00 total: 8.5290e-03 | time: 0.042
I 06.29/15:04:16 solver.py:282 ] Epoch: [2/400][80/391] lr: 1.51e-05 | recon: 7.8559e-04 code: 1.1514e+00 fc: 6.3072e-01 anchor: 1.9858e+00 total: 8.4427e-03 | time: 0.041
I 06.29/15:04:17 solver.py:282 ] Epoch: [2/400][100/391] lr: 1.57e-05 | recon: 7.6987e-04 code: 1.1500e+00 fc: 6.2411e-01 anchor: 1.9859e+00 total: 8.3595e-03 | time: 0.041
I 06.29/15:04:18 solver.py:282 ] Epoch: [2/400][120/391] lr: 1.63e-05 | recon: 7.5606e-04 code: 1.1479e+00 fc: 6.1811e-01 anchor: 1.9857e+00 total: 8.2837e-03 | time: 0.042
I 06.29/15:04:18 solver.py:282 ] Epoch: [2/400][140/391] lr: 1.70e-05 | recon: 7.4321e-04 code: 1.1459e+00 fc: 6.1258e-01 anchor: 1.9854e+00 total: 8.2134e-03 | time: 0.041
I 06.29/15:04:19 solver.py:282 ] Epoch: [2/400][160/391] lr: 1.76e-05 | recon: 7.3263e-04 code: 1.1437e+00 fc: 6.0752e-01 anchor: 1.9852e+00 total: 8.1500e-03 | time: 0.041
I 06.29/15:04:20 solver.py:282 ] Epoch: [2/400][180/391] lr: 1.83e-05 | recon: 7.2324e-04 code: 1.1415e+00 fc: 6.0297e-01 anchor: 1.9853e+00 total: 8.0929e-03 | time: 0.041
I 06.29/15:04:21 solver.py:282 ] Epoch: [2/400][200/391] lr: 1.89e-05 | recon: 7.1510e-04 code: 1.1391e+00 fc: 5.9876e-01 anchor: 1.9852e+00 total: 8.0404e-03 | time: 0.041
I 06.29/15:04:22 solver.py:282 ] Epoch: [2/400][220/391] lr: 1.95e-05 | recon: 7.0812e-04 code: 1.1373e+00 fc: 5.9513e-01 anchor: 1.9853e+00 total: 7.9953e-03 | time: 0.041
I 06.29/15:04:23 solver.py:282 ] Epoch: [2/400][240/391] lr: 2.02e-05 | recon: 7.0110e-04 code: 1.1344e+00 fc: 5.9121e-01 anchor: 1.9854e+00 total: 7.9461e-03 | time: 0.041
I 06.29/15:04:23 solver.py:282 ] Epoch: [2/400][260/391] lr: 2.08e-05 | recon: 6.9453e-04 code: 1.1307e+00 fc: 5.8715e-01 anchor: 1.9856e+00 total: 7.8953e-03 | time: 0.041
I 06.29/15:04:24 solver.py:282 ] Epoch: [2/400][280/391] lr: 2.15e-05 | recon: 6.8849e-04 code: 1.1274e+00 fc: 5.8355e-01 anchor: 1.9856e+00 total: 7.8500e-03 | time: 0.041
I 06.29/15:04:25 solver.py:282 ] Epoch: [2/400][300/391] lr: 2.21e-05 | recon: 6.8296e-04 code: 1.1241e+00 fc: 5.8001e-01 anchor: 1.9856e+00 total: 7.8056e-03 | time: 0.041
I 06.29/15:04:26 solver.py:282 ] Epoch: [2/400][320/391] lr: 2.27e-05 | recon: 6.7779e-04 code: 1.1202e+00 fc: 5.7631e-01 anchor: 1.9855e+00 total: 7.7596e-03 | time: 0.041
I 06.29/15:04:27 solver.py:282 ] Epoch: [2/400][340/391] lr: 2.34e-05 | recon: 6.7323e-04 code: 1.1168e+00 fc: 5.7293e-01 anchor: 1.9854e+00 total: 7.7178e-03 | time: 0.041
I 06.29/15:04:27 solver.py:282 ] Epoch: [2/400][360/391] lr: 2.40e-05 | recon: 6.6892e-04 code: 1.1134e+00 fc: 5.6971e-01 anchor: 1.9853e+00 total: 7.6779e-03 | time: 0.041
I 06.29/15:04:28 solver.py:282 ] Epoch: [2/400][380/391] lr: 2.46e-05 | recon: 6.6461e-04 code: 1.1095e+00 fc: 5.6630e-01 anchor: 1.9853e+00 total: 7.6357e-03 | time: 0.041
I 06.29/15:04:29 solver.py:318 ] => Train  Recon loss: 6.6220e-04 | Code loss: 1.1072e+00 | FC loss: 5.6438e-01 | Anchor loss: 1.9852e+00 | Total: 7.6117e-03 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0640e-01 | adapter/gate_std=3.5767e-03 | adapter/down_norm=7.6711e+00 | adapter/up_norm=2.6724e-01 | adapter/bias_norm=2.6080e-02 | adapter/W1_norm=6.1756e+01 | adapter/W2_norm=2.1753e+00 | adapter/lowrank_ratio=7.1810e-02 | adapter/mlp_ratio=3.9335e-01 | adapter/delta_ratio=4.5275e-01

I 06.29/15:04:30 solver.py:282 ] Epoch: [3/400][20/391] lr: 2.56e-05 | recon: 5.8644e-04 code: 1.0328e+00 fc: 4.9915e-01 anchor: 1.9839e+00 total: 6.8091e-03 | time: 0.044
I 06.29/15:04:30 solver.py:282 ] Epoch: [3/400][40/391] lr: 2.63e-05 | recon: 5.8230e-04 code: 1.0268e+00 fc: 4.9557e-01 anchor: 1.9847e+00 total: 6.7632e-03 | time: 0.046
I 06.29/15:04:31 solver.py:282 ] Epoch: [3/400][60/391] lr: 2.69e-05 | recon: 5.8144e-04 code: 1.0239e+00 fc: 4.9348e-01 anchor: 1.9851e+00 total: 6.7387e-03 | time: 0.044
I 06.29/15:04:32 solver.py:282 ] Epoch: [3/400][80/391] lr: 2.76e-05 | recon: 5.8054e-04 code: 1.0211e+00 fc: 4.9129e-01 anchor: 1.9846e+00 total: 6.7129e-03 | time: 0.044
I 06.29/15:04:33 solver.py:282 ] Epoch: [3/400][100/391] lr: 2.82e-05 | recon: 5.7885e-04 code: 1.0173e+00 fc: 4.8871e-01 anchor: 1.9845e+00 total: 6.6817e-03 | time: 0.044
I 06.29/15:04:34 solver.py:282 ] Epoch: [3/400][120/391] lr: 2.88e-05 | recon: 5.7735e-04 code: 1.0134e+00 fc: 4.8602e-01 anchor: 1.9841e+00 total: 6.6493e-03 | time: 0.043
I 06.29/15:04:35 solver.py:282 ] Epoch: [3/400][140/391] lr: 2.95e-05 | recon: 5.7467e-04 code: 1.0079e+00 fc: 4.8260e-01 anchor: 1.9841e+00 total: 6.6070e-03 | time: 0.043
I 06.29/15:04:36 solver.py:282 ] Epoch: [3/400][160/391] lr: 3.01e-05 | recon: 5.7311e-04 code: 1.0039e+00 fc: 4.8002e-01 anchor: 1.9841e+00 total: 6.5756e-03 | time: 0.043
I 06.29/15:04:36 solver.py:282 ] Epoch: [3/400][180/391] lr: 3.08e-05 | recon: 5.7014e-04 code: 9.9828e-01 fc: 4.7672e-01 anchor: 1.9841e+00 total: 6.5340e-03 | time: 0.043
I 06.29/15:04:37 solver.py:282 ] Epoch: [3/400][200/391] lr: 3.14e-05 | recon: 5.6886e-04 code: 9.9473e-01 fc: 4.7446e-01 anchor: 1.9839e+00 total: 6.5066e-03 | time: 0.043
I 06.29/15:04:38 solver.py:282 ] Epoch: [3/400][220/391] lr: 3.20e-05 | recon: 5.6729e-04 code: 9.9088e-01 fc: 4.7206e-01 anchor: 1.9839e+00 total: 6.4771e-03 | time: 0.043
I 06.29/15:04:39 solver.py:282 ] Epoch: [3/400][240/391] lr: 3.27e-05 | recon: 5.6563e-04 code: 9.8689e-01 fc: 4.6960e-01 anchor: 1.9839e+00 total: 6.4469e-03 | time: 0.043
I 06.29/15:04:40 solver.py:282 ] Epoch: [3/400][260/391] lr: 3.33e-05 | recon: 5.6350e-04 code: 9.8264e-01 fc: 4.6703e-01 anchor: 1.9839e+00 total: 6.4149e-03 | time: 0.042
I 06.29/15:04:40 solver.py:282 ] Epoch: [3/400][280/391] lr: 3.40e-05 | recon: 5.6205e-04 code: 9.7891e-01 fc: 4.6483e-01 anchor: 1.9838e+00 total: 6.3876e-03 | time: 0.042
I 06.29/15:04:41 solver.py:282 ] Epoch: [3/400][300/391] lr: 3.46e-05 | recon: 5.6033e-04 code: 9.7504e-01 fc: 4.6256e-01 anchor: 1.9837e+00 total: 6.3594e-03 | time: 0.042
I 06.29/15:04:42 solver.py:282 ] Epoch: [3/400][320/391] lr: 3.52e-05 | recon: 5.5807e-04 code: 9.7044e-01 fc: 4.5999e-01 anchor: 1.9837e+00 total: 6.3268e-03 | time: 0.042
I 06.29/15:04:43 solver.py:282 ] Epoch: [3/400][340/391] lr: 3.59e-05 | recon: 5.5595e-04 code: 9.6623e-01 fc: 4.5765e-01 anchor: 1.9835e+00 total: 6.2971e-03 | time: 0.042
I 06.29/15:04:44 solver.py:282 ] Epoch: [3/400][360/391] lr: 3.65e-05 | recon: 5.5388e-04 code: 9.6206e-01 fc: 4.5534e-01 anchor: 1.9834e+00 total: 6.2676e-03 | time: 0.042
